%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83005.462,300.011,351.353,107.225,-0.001,-0.007,5.000
82997.399,300.011,351.353,107.385,-0.017,0.004,5.000
82997.399,300.009,351.432,107.385,-0.001,-0.007,5.000
83005.462,300.012,351.432,107.225,-0.001,-0.007,5.000
82997.399,300.008,351.353,107.545,-0.017,-0.017,5.000
82997.399,300.011,351.590,107.545,0.016,0.004,5.000
82997.399,300.011,351.590,107.545,-0.001,-0.007,5.000
82993.368,300.008,351.590,107.705,-0.001,-0.007,5.000
82993.368,300.009,351.748,107.545,0.016,0.004,5.000
82993.368,300.009,351.748,107.865,0.016,-0.007,5.000
82989.337,300.012,351.669,107.865,0.016,0.004,5.000
82997.399,300.009,351.669,108.025,-0.017,0.004,5.000
82997.399,300.012,351.906,107.865,0.048,-0.028,5.000
82993.368,300.012,351.827,107.865,-0.001,0.004,5.000
82997.399,300.012,351.985,108.025,0.016,-0.007,5.000
82993.368,300.011,351.906,108.185,-0.001,0.004,5.000
82997.399,300.014,351.985,108.666,-0.001,0.004,5.000
83001.431,300.009,351.906,108.345,-0.001,-0.017,5.000
82997.399,300.011,352.064,108.506,-0.001,0.004,5.000
82997.399,300.011,352.222,108.345,-0.001,-0.007,5.000
83001.431,300.012,352.143,108.506,-0.001,-0.007,5.000
83005.462,300.008,352.064,108.666,-0.001,0.015,5.000
82997.399,300.009,352.064,108.986,0.016,0.015,5.000
83001.431,300.009,352.222,108.986,-0.017,-0.028,5.000
83005.462,300.008,352.301,109.146,-0.017,-0.017,5.000
83001.431,300.014,352.222,109.466,0.016,0.004,5.000
83013.525,300.011,352.301,108.986,0.016,-0.007,5.000
83001.431,300.011,352.380,109.146,0.016,-0.017,5.000
83001.431,300.014,352.301,109.466,-0.001,0.004,5.000
83005.462,300.009,352.301,109.626,-0.001,0.026,5.000
83001.431,300.011,352.380,109.626,0.016,0.004,5.000
83017.556,300.014,352.380,109.626,-0.033,-0.007,5.000
83005.462,300.009,352.538,109.626,-0.001,0.015,5.000
83009.494,300.009,352.459,109.786,0.032,0.004,5.000
83013.525,300.009,352.301,109.786,-0.001,0.004,5.000
83017.556,300.008,352.459,109.946,0.016,-0.017,5.000
83009.494,300.009,352.538,109.946,-0.001,-0.017,5.000
83009.494,300.012,352.459,110.107,-0.017,-0.017,5.000
83005.462,300.014,352.301,109.786,0.032,0.015,5.000
83009.494,300.009,352.459,109.786,0.032,-0.007,5.000
83009.494,300.009,352.459,109.946,-0.033,0.004,5.000
83009.494,300.012,352.538,110.267,-0.001,0.004,5.000
83009.494,300.012,352.301,110.107,-0.001,-0.007,5.000
83009.494,300.011,352.459,110.107,-0.001,0.004,5.000
83001.431,300.011,352.459,110.107,0.016,-0.007,5.000
83005.462,300.012,352.301,109.786,-0.001,0.015,5.000
83005.462,300.011,352.459,109.626,-0.017,-0.007,5.000
83009.494,300.012,352.380,109.626,-0.001,-0.017,5.000
82997.399,300.016,352.380,109.466,-0.001,0.004,5.000
83005.462,300.011,352.301,109.466,-0.001,0.004,5.000
83005.462,300.012,352.222,109.306,-0.017,-0.007,5.000
82993.368,300.012,352.222,109.466,-0.017,-0.007,5.000
83009.494,300.027,352.538,180.547,-0.017,1.056,5.000
83005.462,300.028,352.380,181.028,0.016,1.045,5.000
83001.431,300.025,352.459,180.868,-0.017,1.045,5.000
82997.399,300.025,352.380,181.348,-0.001,1.056,5.000
83001.431,300.025,352.538,181.188,-0.001,1.056,5.000
83005.462,300.025,352.459,181.668,-0.001,1.067,5.000
83009.494,300.027,352.459,181.668,-0.001,1.045,5.000
83005.462,300.025,352.459,181.828,-0.001,1.035,5.000
82993.368,300.027,352.459,181.828,-0.017,1.067,5.000
82997.399,300.025,352.538,181.828,-0.017,1.056,5.000
82997.399,300.024,352.459,181.828,-0.017,1.045,5.000
83005.462,300.022,352.459,181.828,0.016,1.067,5.000
82997.399,300.024,352.538,181.988,-0.017,1.067,5.000
82997.399,300.022,352.380,181.828,-0.033,1.045,5.000
83001.431,300.024,352.380,181.828,0.016,1.067,5.000
83001.431,300.024,352.380,181.988,0.016,1.067,5.000
82997.399,300.025,352.380,181.828,-0.001,1.056,5.000
83001.431,300.024,352.222,181.828,-0.033,1.045,5.000
83001.431,300.020,352.380,181.668,-0.017,1.067,5.000
82993.368,300.025,352.301,181.668,0.016,1.056,5.000
82997.399,300.022,352.459,181.508,0.016,1.056,5.000
82993.368,300.024,352.380,181.188,-0.017,1.067,5.000
83001.431,300.027,352.222,181.028,-0.001,1.067,5.000
82993.368,300.025,352.301,180.868,0.016,1.067,5.000
82993.368,300.020,352.222,180.547,-0.017,1.056,5.000
82997.399,300.020,352.222,180.387,-0.001,1.067,5.000
83001.431,300.022,352.301,180.227,-0.017,1.067,5.000
82993.368,300.024,352.222,179.907,0.016,1.067,5.000
82997.399,300.025,352.064,179.747,-0.050,1.056,5.000
82997.399,300.024,352.143,179.587,0.016,1.056,5.000
83005.462,300.025,352.143,178.947,-0.001,1.045,5.000
83001.431,300.022,352.064,179.107,-0.001,1.056,5.000
83001.431,300.024,352.222,178.947,-0.001,1.045,5.000
82997.399,300.024,352.064,178.786,0.016,1.045,5.000
83005.462,300.022,352.064,178.466,-0.001,1.056,5.000
83001.431,300.020,352.064,178.466,-0.017,1.078,5.000
83005.462,300.022,351.906,178.146,-0.017,1.035,5.000
83005.462,300.024,351.985,178.146,0.016,1.045,5.000
83005.462,300.022,351.985,177.986,-0.001,1.078,5.000
83005.462,300.020,351.985,177.666,-0.001,1.067,5.000
83005.462,300.024,351.985,177.506,-0.001,1.035,5.000
83005.462,300.022,351.906,177.506,-0.017,1.067,5.000
83005.462,300.022,351.827,177.346,0.032,1.056,5.000
83005.462,300.022,351.827,177.346,-0.001,1.078,5.000
83001.431,300.019,351.827,177.506,-0.001,1.078,5.000
83005.462,300.020,351.827,177.346,-0.033,1.067,5.000
83013.525,300.022,351.669,177.185,0.032,1.056,5.000
82997.399,300.019,351.748,177.346,0.016,1.067,5.000
83005.462,300.022,351.669,177.506,0.016,1.035,5.000
83005.462,300.020,351.669,177.666,-0.001,1.045,5.000
83009.494,300.020,351.590,177.666,-0.017,1.045,5.000
83005.462,300.020,351.432,177.666,-0.017,1.045,5.000
83001.431,300.022,351.432,177.826,0.032,1.056,5.000
83005.462,300.020,351.353,177.986,0.016,1.067,5.000
83005.462,300.022,351.432,177.826,-0.001,1.056,5.000
83001.431,300.022,351.353,178.146,0.016,1.067,5.000
83005.462,300.022,351.274,178.306,0.016,1.045,5.000
83009.494,300.019,351.353,178.306,0.016,1.078,5.000
83001.431,300.019,351.116,178.146,-0.017,1.056,5.000
82997.399,300.020,351.274,178.626,0.032,1.067,5.000
83005.462,300.020,351.116,178.466,0.016,1.045,5.000
83005.462,300.024,351.037,178.306,-0.001,1.067,5.000
82997.399,300.024,351.116,178.786,-0.017,1.067,5.000
83001.431,300.024,350.958,178.466,-0.001,1.056,5.000
82997.399,300.025,351.037,178.466,0.016,1.078,5.000
83009.494,300.024,350.958,178.466,-0.033,1.067,5.000
83005.462,300.025,350.879,178.626,0.016,1.045,5.000
83005.462,300.022,350.958,178.466,-0.017,1.056,5.000
83005.462,300.025,350.800,178.306,-0.017,1.056,5.000
83001.431,300.022,350.800,178.466,-0.001,1.067,5.000
83001.431,300.024,350.800,178.146,-0.001,1.045,5.000
83009.494,300.024,350.721,177.826,0.032,1.045,5.000
83001.431,300.022,350.721,177.986,-0.001,1.045,5.000
83005.462,300.024,350.642,177.826,0.016,1.056,5.000
83001.431,300.025,350.563,177.506,-0.001,1.067,5.000
83001.431,300.024,350.800,177.666,-0.001,1.067,5.000
83005.462,300.027,350.563,177.346,0.016,1.067,5.000
83001.431,300.025,350.721,177.346,0.016,1.067,5.000
82997.399,300.025,350.563,177.025,-0.001,1.035,5.000
82993.368,300.028,350.642,176.705,-0.017,1.056,5.000
83005.462,300.025,350.563,176.865,-0.001,1.067,5.000
83005.462,300.027,350.563,176.705,0.016,1.067,5.000
82997.399,300.030,350.563,176.705,-0.017,1.067,5.000
83009.494,300.027,350.563,176.545,-0.017,1.067,5.000
83005.462,300.028,350.642,176.545,-0.001,1.067,5.000
83013.525,300.027,350.563,176.545,-0.017,1.045,5.000
83001.431,300.030,350.563,176.065,0.016,1.067,5.000
83005.462,300.030,350.563,176.225,-0.001,1.056,5.000
83005.462,300.030,350.642,176.065,-0.017,1.056,5.000
83005.462,300.025,350.721,176.225,-0.001,1.067,5.000
82997.399,300.028,350.642,176.065,-0.001,1.056,5.000
83005.462,300.028,350.800,176.385,0.016,1.045,5.000
83001.431,300.027,350.642,176.065,-0.001,1.045,5.000
83005.462,300.028,350.958,176.065,-0.033,1.045,5.000
83001.431,300.028,350.879,176.225,0.016,1.056,5.000
83005.462,300.028,350.879,176.545,0.016,1.067,5.000
82993.368,300.027,351.037,176.545,-0.001,1.056,5.000
83001.431,300.030,350.879,176.545,0.016,1.056,5.000
82997.399,300.028,350.958,177.185,0.016,1.056,5.000
83001.431,300.025,350.958,177.185,-0.017,1.045,5.000
82997.399,300.027,350.879,177.185,-0.001,1.045,5.000
82993.368,300.025,351.037,177.506,-0.017,1.067,5.000
82993.368,300.027,350.958,177.666,0.016,1.056,5.000
83001.431,300.028,351.037,177.986,0.016,1.045,5.000
82993.368,300.025,351.037,178.146,-0.033,1.056,5.000
82997.399,300.025,351.037,178.466,-0.033,1.056,5.000
83001.431,300.028,351.037,178.466,-0.017,1.056,5.000
82993.368,300.025,350.958,178.786,-0.001,1.067,5.000
82997.399,300.027,351.037,178.786,-0.001,1.056,5.000
82993.368,300.025,350.958,179.107,-0.001,1.067,5.000
82993.368,300.027,350.958,179.587,-0.017,1.078,5.000
82989.337,300.024,351.195,179.107,-0.017,1.045,5.000
82997.399,300.025,350.879,179.587,0.016,1.067,5.000
83001.431,300.027,350.958,179.747,-0.017,1.067,5.000
82997.399,300.024,350.879,179.907,-0.017,1.078,5.000
82993.368,300.027,350.958,179.907,-0.001,1.045,5.000
83001.431,300.024,350.958,179.907,-0.001,1.067,5.000
83001.431,300.027,350.800,180.387,-0.001,1.067,5.000
83005.462,300.027,350.879,180.227,-0.001,1.056,5.000
82997.399,300.024,350.800,180.387,-0.017,1.045,5.000
82997.399,300.025,350.800,180.387,-0.033,1.067,5.000
83005.462,300.025,350.879,180.067,-0.017,1.067,5.000
83005.462,300.025,350.721,179.907,-0.017,1.067,5.000
82997.399,300.024,350.642,179.907,-0.001,1.078,5.000
83005.462,300.025,350.721,180.067,-0.001,1.088,5.000
83001.431,300.024,350.563,179.747,-0.001,1.045,5.000
83009.494,300.024,350.800,179.747,-0.001,1.056,5.000
83009.494,300.024,350.721,179.587,-0.017,1.045,5.000
83009.494,300.020,350.642,179.107,-0.017,1.045,5.000
83001.431,300.024,350.642,179.107,-0.017,1.067,5.000
83009.494,300.027,350.563,179.107,-0.001,1.067,5.000
83009.494,300.025,350.642,178.786,-0.001,1.035,5.000
83009.494,300.025,350.563,178.466,-0.033,1.078,5.000
83005.462,300.022,350.563,178.306,-0.017,1.067,5.000
83013.525,300.024,350.563,177.826,-0.017,1.067,5.000
83005.462,300.025,350.642,177.666,-0.033,1.056,5.000
83005.462,300.025,350.563,177.346,0.016,1.067,5.000
83009.494,300.025,350.484,177.025,-0.017,1.056,5.000
83009.494,300.025,350.405,176.545,-0.017,1.035,5.000
83005.462,300.025,350.405,176.705,-0.017,1.078,5.000
83005.462,300.030,350.563,176.225,-0.033,1.067,5.000
83005.462,300.028,350.563,175.905,0.016,1.067,5.000
83001.431,300.030,350.721,175.745,-0.001,1.056,5.000
83005.462,300.024,350.563,175.264,-0.017,1.088,5.000
83005.462,300.027,350.642,174.944,-0.001,1.056,5.000
83005.462,300.025,350.721,174.784,-0.033,1.067,5.000
83005.462,300.027,350.642,174.464,0.016,1.056,5.000
83005.462,300.028,350.721,174.304,-0.001,1.056,5.000
82997.399,300.027,350.642,174.144,-0.001,1.067,5.000
82997.399,300.027,350.642,173.984,-0.017,1.035,5.000
82997.399,300.028,350.721,173.824,-0.017,1.067,5.000
82993.368,300.027,350.879,173.503,-0.001,1.045,5.000
83001.431,300.028,350.800,173.663,-0.017,1.056,5.000
83001.431,300.030,350.800,173.343,-0.001,1.056,5.000
82997.399,300.027,350.958,173.343,0.016,1.045,5.000
83005.462,300.030,350.879,172.863,0.016,1.056,5.000
83001.431,300.028,350.879,172.863,-0.017,1.045,5.000
83005.462,300.030,350.879,172.863,-0.001,1.067,5.000
83001.431,300.027,350.958,172.703,-0.001,1.056,5.000
83001.431,300.027,351.037,172.543,-0.001,1.056,5.000
83005.462,300.025,350.958,172.543,0.032,1.056,5.000
83005.462,300.028,351.037,172.223,-0.017,1.067,5.000
83005.462,300.028,351.037,172.223,-0.017,1.067,5.000
83009.494,300.028,351.195,172.063,-0.033,1.045,5.000
83009.494,300.028,351.195,171.742,-0.017,1.067,5.000
83005.462,300.028,351.274,171.742,-0.001,1.067,5.000
83009.494,300.028,351.195,171.742,0.032,1.067,5.000
83005.462,300.028,351.353,171.262,-0.001,1.056,5.000
83009.494,300.028,351.195,171.422,-0.017,1.067,5.000
83009.494,300.025,351.353,171.582,-0.033,1.045,5.000
83009.494,300.028,351.274,171.422,-0.017,1.056,5.000
83005.462,300.030,351.274,171.102,-0.001,1.045,5.000
83017.556,300.030,351.353,170.942,-0.001,1.035,5.000
83017.556,300.028,351.195,170.942,0.016,1.056,5.000
83021.588,300.027,351.274,170.782,-0.001,1.056,5.000
83021.588,300.028,351.432,170.622,-0.001,1.045,5.000
83013.525,300.028,351.511,170.942,-0.033,1.067,5.000
83017.556,300.028,351.353,170.622,-0.033,1.035,5.000
83013.525,300.028,351.432,170.301,-0.017,1.056,5.000
83013.525,300.027,351.353,170.301,-0.017,1.056,5.000
83005.462,300.030,351.432,170.141,-0.017,1.056,5.000
83005.462,300.027,351.432,170.462,-0.001,1.067,5.000
83013.525,300.028,351.511,170.301,-0.001,1.067,5.000
83013.525,300.032,351.511,170.462,-0.017,1.078,5.000
83005.462,300.028,351.511,170.301,-0.001,1.056,5.000
83009.494,300.027,351.511,170.462,0.032,1.056,5.000
83005.462,300.028,351.590,170.622,-0.001,1.056,5.000
83005.462,300.030,351.590,170.622,-0.033,1.045,5.000
83005.462,300.028,351.590,170.462,-0.033,1.056,5.000
82997.399,300.028,351.511,170.782,-0.017,1.067,5.000
83001.431,300.027,351.590,170.782,-0.001,1.056,5.000
83005.462,300.028,351.590,170.782,-0.001,1.045,5.000
83005.462,300.028,351.669,170.782,-0.001,1.056,5.000
82993.368,300.028,351.590,170.942,0.016,1.045,5.000
83001.431,300.030,351.432,171.422,-0.017,1.056,5.000
82997.399,300.030,351.669,171.422,-0.001,1.067,5.000
83001.431,300.032,351.590,171.582,0.016,1.067,5.000
82997.399,300.027,351.748,171.742,0.016,1.056,5.000
82997.399,300.025,351.669,171.742,-0.001,1.035,5.000
82997.399,300.030,351.669,172.063,0.016,1.067,5.000
82993.368,300.028,351.669,172.383,0.016,1.045,5.000
82993.368,300.032,351.827,172.543,0.016,1.067,5.000
82993.368,300.025,351.590,172.543,-0.001,1.045,5.000
83001.431,300.028,351.827,172.543,-0.001,1.056,5.000
82997.399,300.027,351.748,173.183,-0.017,1.067,5.000
83001.431,300.028,351.827,173.183,-0.001,1.078,5.000
82993.368,300.028,351.748,173.343,0.032,1.056,5.000
82997.399,300.028,351.748,173.663,-0.001,1.067,5.000
82993.368,300.028,351.827,173.663,-0.017,1.056,5.000
83001.431,300.028,351.827,173.503,-0.017,1.078,5.000
82993.368,300.027,351.906,173.984,-0.001,1.067,5.000
82993.368,300.027,351.985,173.824,-0.001,1.067,5.000
83001.431,300.030,351.985,173.824,-0.001,1.056,5.000
82993.368,300.028,351.906,174.144,-0.001,1.067,5.000
82997.399,300.028,351.906,174.144,-0.001,1.045,5.000
83005.462,300.030,352.064,174.144,-0.001,1.056,5.000
83013.525,300.027,351.985,173.984,-0.017,1.078,5.000
83005.462,300.030,351.906,174.304,-0.001,1.056,5.000
83005.462,300.028,352.064,174.304,-0.001,1.056,5.000
83005.462,300.028,352.064,174.304,-0.001,1.056,5.000
83005.462,300.028,351.985,174.464,0.016,1.056,5.000
83009.494,300.028,352.064,174.304,-0.033,1.045,5.000
83001.431,300.025,351.827,174.144,-0.001,1.067,5.000
83009.494,300.025,351.985,174.144,-0.017,1.067,5.000
83013.525,300.027,352.064,174.464,-0.001,1.045,5.000
83017.556,300.027,352.064,174.304,-0.001,1.056,5.000
83009.494,300.028,351.827,174.144,-0.017,1.056,5.000
83017.556,300.027,352.064,173.663,-0.001,1.035,5.000
83009.494,300.025,352.143,173.824,-0.001,1.067,5.000
83005.462,300.028,352.143,173.663,-0.017,1.067,5.000
83009.494,300.027,352.064,173.343,0.016,1.067,5.000
83009.494,300.028,352.064,173.663,0.032,1.045,5.000
83005.462,300.030,352.064,173.503,-0.001,1.056,5.000
83009.494,300.027,351.985,173.343,-0.001,1.056,5.000
83005.462,300.027,352.222,173.183,-0.017,1.067,5.000
83005.462,300.025,352.222,173.343,-0.001,1.078,5.000
83005.462,300.027,352.301,173.183,-0.017,1.045,5.000
82993.368,300.030,352.143,172.863,0.016,1.067,5.000
82997.399,300.027,352.222,172.863,-0.001,1.056,5.000
82997.399,300.028,352.301,172.703,0.016,1.056,5.000
83001.431,300.027,352.301,172.863,-0.017,1.045,5.000
83005.462,300.027,352.380,172.703,-0.001,1.067,5.000
83001.431,300.027,352.380,172.383,-0.017,1.067,5.000
83001.431,300.028,352.301,172.543,0.032,1.045,5.000
82993.368,300.028,352.380,172.543,-0.001,1.056,5.000
82993.368,300.027,352.301,172.543,-0.017,1.045,5.000
82993.368,300.030,352.459,172.543,-0.001,1.067,5.000
82993.368,300.027,352.459,172.383,-0.017,1.067,5.000
82989.337,300.028,352.301,172.543,-0.001,1.045,5.000
82997.399,300.028,352.459,172.543,0.016,1.067,5.000
82997.399,300.030,352.538,172.543,-0.017,1.045,5.000
82989.337,300.030,352.459,172.703,0.016,1.056,5.000
83001.431,300.027,352.459,172.543,-0.017,1.078,5.000
82989.337,300.028,352.459,172.703,-0.017,1.056,5.000
82993.368,300.030,352.459,172.863,0.016,1.056,5.000
82993.368,300.025,352.538,172.863,-0.001,1.056,5.000
82993.368,300.025,352.538,172.703,-0.017,1.067,5.000
82993.368,300.028,352.618,173.023,-0.017,1.056,5.000
82993.368,300.028,352.538,173.023,-0.001,1.045,5.000
82997.399,300.028,352.618,173.343,-0.017,1.035,5.000
82989.337,300.027,352.459,173.183,0.016,1.067,5.000
83005.462,300.024,352.538,173.343,-0.017,1.056,5.000
82993.368,300.028,352.618,173.663,0.016,1.056,5.000
82993.368,300.030,352.697,173.343,-0.001,1.045,5.000
83005.462,300.030,352.538,173.663,-0.001,1.056,5.000
83001.431,300.027,352.697,173.503,-0.001,1.056,5.000
83001.431,300.027,352.618,173.503,0.032,1.045,5.000
83001.431,300.025,352.697,173.663,-0.001,1.067,5.000
83005.462,300.027,352.538,173.663,-0.017,1.056,5.000
82997.399,300.025,352.618,173.984,-0.001,1.078,5.000
83001.431,300.027,352.618,173.824,0.016,1.056,5.000
83009.494,300.028,352.697,173.824,0.016,1.067,5.000
83009.494,300.027,352.618,174.304,-0.017,1.056,5.000
83013.525,300.030,352.538,173.984,-0.001,1.067,5.000
82997.399,300.028,352.618,173.984,-0.001,1.056,5.000
83013.525,300.030,352.618,173.984,-0.017,1.045,5.000
83005.462,300.030,352.618,173.984,-0.001,1.067,5.000
82997.399,300.028,352.538,174.144,-0.001,1.056,5.000
83005.462,300.030,352.459,174.144,-0.017,1.067,5.000
83001.431,300.030,352.459,174.464,-0.017,1.045,5.000
83013.525,300.028,352.459,174.144,-0.017,1.056,5.000
83001.431,300.027,352.459,174.304,0.016,1.078,5.000
83005.462,300.030,352.380,174.304,0.016,1.067,5.000
82997.399,300.027,352.459,174.464,-0.017,1.056,5.000
83005.462,300.028,352.459,174.624,-0.017,1.078,5.000
83005.462,300.028,352.380,174.304,-0.017,1.056,5.000
83005.462,300.030,352.222,174.784,-0.001,1.056,5.000
82993.368,300.028,352.143,174.624,-0.017,1.067,5.000
83001.431,300.030,352.222,174.944,0.016,1.067,5.000
83009.494,300.027,352.222,175.104,-0.017,1.067,5.000
82993.368,300.028,352.301,174.944,-0.017,1.056,5.000
83001.431,300.030,352.143,174.784,-0.017,1.045,5.000
82993.368,300.027,352.143,175.264,-0.033,1.056,5.000
82989.337,300.030,352.064,174.944,-0.001,1.067,5.000
82993.368,300.030,351.985,175.424,0.016,1.056,5.000
82989.337,300.028,352.064,175.585,0.016,1.056,5.000
83001.431,300.028,351.985,175.424,-0.017,1.045,5.000
82989.337,300.028,351.906,175.585,-0.017,1.045,5.000
82989.337,300.030,352.064,175.905,-0.001,1.045,5.000
82989.337,300.027,351.985,176.225,0.016,1.045,5.000
82985.305,300.028,351.827,176.065,0.016,1.056,5.000
82989.337,300.027,351.985,176.385,0.016,1.067,5.000
82989.337,300.030,351.748,176.545,-0.001,1.067,5.000
82989.337,300.028,351.827,176.545,-0.001,1.056,5.000
82993.368,300.030,351.669,176.705,-0.001,1.056,5.000
82993.368,300.028,351.511,176.705,-0.001,1.056,5.000
82985.305,300.030,351.669,176.865,0.016,1.056,5.000
82993.368,300.028,351.748,177.025,-0.001,1.067,5.000
82993.368,300.028,351.669,177.346,-0.017,1.067,5.000
82993.368,300.028,351.748,177.185,-0.001,1.067,5.000
82993.368,300.027,351.511,177.025,0.032,1.067,5.000
82989.337,300.028,351.432,177.185,0.016,1.056,5.000
82993.368,300.028,351.669,177.346,-0.017,1.088,5.000
82989.337,300.027,351.432,177.506,-0.017,1.045,5.000
82989.337,300.030,351.432,177.506,-0.033,1.056,5.000
82993.368,300.030,351.353,178.146,-0.001,1.056,5.000
82989.337,300.028,351.432,177.666,-0.017,1.056,5.000
82993.368,300.028,351.353,177.826,-0.001,1.045,5.000
83001.431,300.030,351.432,177.666,-0.001,1.067,5.000
82997.399,300.030,351.511,177.826,-0.001,1.067,5.000
83001.431,300.028,351.432,177.826,0.016,1.056,5.000
83001.431,300.033,351.274,177.986,0.016,1.056,5.000
83001.431,300.030,351.353,177.986,-0.001,1.067,5.000
83005.462,300.032,351.353,177.826,-0.017,1.045,5.000
83005.462,300.030,351.274,177.826,-0.033,1.067,5.000
83001.431,300.032,351.353,177.986,-0.001,1.056,5.000
83005.462,300.032,351.274,178.146,0.016,1.035,5.000
83005.462,300.032,351.274,178.306,-0.001,1.056,5.000
83013.525,300.032,351.432,178.146,-0.001,1.024,5.000
83009.494,300.030,351.353,177.986,-0.017,1.056,5.000
83009.494,300.032,351.274,178.306,-0.001,1.045,5.000
83001.431,300.030,351.353,178.466,-0.017,1.056,5.000
83013.525,300.032,351.353,178.466,-0.001,1.067,5.000
83001.431,300.030,351.274,178.466,-0.017,1.056,5.000
